text,text_lower,label
El INAH,el inah,LOC
El Gobierno de México,el gobierno de méxico,LOC
México,méxico,LOC
La inscripción al Sistema Único de Registro Público de Monumentos,la inscripción al sistema único de registro público de monumentos,MISC
Zonas Arqueológicos,zonas arqueológicos,LOC
Históricos,históricos,LOC
El levantamiento,el levantamiento,MISC
Programa Nacional de Catálogo e Inventario de Monumentos Muebles,programa nacional de catálogo e inventario de monumentos muebles,ORG
Inmuebles de Propiedad Federal,inmuebles de propiedad federal,LOC
La incorporación de 723 fichas,la incorporación de 723 fichas,MISC
Catálogo Nacional,catálogo nacional,MISC
"La actualización de 5,326 fichas","la actualización de 5,326 fichas",MISC
Se georreferenciaron,se georreferenciaron,MISC
Sistema de Información Geográfica,sistema de información geográfica,MISC
Entre las 118,entre las 118,MISC
Secretaría de Cultura,secretaría de cultura,MISC
Plan Maestro,plan maestro,MISC
Catedral Metropolitana de México,catedral metropolitana de méxico,LOC
Sagrario Metropolitano,sagrario metropolitano,LOC
Ciudad de México,ciudad de méxico,LOC
En febrero de 2019,en febrero de 2019,MISC
Programa de Estímulos Económicos,programa de estímulos económicos,MISC
Jóvenes InvestigadoresÓ,jóvenes investigadoresó,MISC
Programa de Estímulos Económicos,programa de estímulos económicos,MISC
Tesis de Investigación Histórica 2019Ó,tesis de investigación histórica 2019ó,MISC
México,méxico,LOC
La Fonoteca Nacional,la fonoteca nacional,LOC
Musiteca,musiteca,LOC
Dirección General de Culturas Populares,dirección general de culturas populares,ORG
Entre diciembre de 2018,entre diciembre de 2018,MISC
INEHRM,inehrm,ORG
Archivo de Zapata,archivo de zapata,MISC
Anenecuilco,anenecuilco,LOC
Morelos,morelos,LOC
Cineteca Nacional,cineteca nacional,LOC
la Cineteca,la cineteca,LOC
http://musiteca.mx/3,http://musiteca.mx/3,MISC
ECONOMÍA DETONAR,economía detonar,ORG
EL CRECIMIENTO,el crecimiento,MISC
Bajo,bajo,MISC
En ese sentido,en ese sentido,MISC
Administración Pública Federal,administración pública federal,ORG
El Gobierno de la República,el gobierno de la república,MISC
ECONÓMICO Los retos del país,económico los retos del país,MISC
Estudios,estudios,LOC
México,méxico,LOC
Cabe mencionar,cabe mencionar,MISC
los Estados Unidos de América,los estados unidos de américa,LOC
Petróleos Mexicanos,petróleos mexicanos,ORG
PEMEX,pemex,ORG
Estados Unidos de América,estados unidos de américa,LOC
Canadá,canadá,LOC
México,méxico,LOC
En el primer semestre de 2019,en el primer semestre de 2019,MISC
Producto Interno Bruto,producto interno bruto,MISC
Con cifras con ajuste estacional,con cifras con ajuste estacional,MISC
PRODUCTO INTERNO BRUTO,producto interno bruto,MISC
CIFRAS AJUSTADAS,cifras ajustadas,MISC
ESTACIONALIDAD,estacionalidad,MISC
Actividades Económicas Segundo,actividades económicas segundo,ORG
Respecto a igual trimestre,respecto a igual trimestre,MISC
Total,total,ORG
Instituto Nacional de Estadística,instituto nacional de estadística,ORG
Geografía.•,geografía.•,ORG
El consumo privado acumula un crecimiento,el consumo privado acumula un crecimiento,MISC
Además,además,LOC
En este sentido,en este sentido,MISC
Asociación Nacional de Tiendas de Autoservicio y Departamentales,asociación nacional de tiendas de autoservicio y departamentales,LOC
ANTAD,antad,ORG
Respecto a la dinámica del empleo en el país,respecto a la dinámica del empleo en el país,MISC
Además,además,MISC
En los primeros meses de 2019,en los primeros meses de 2019,MISC
De este modo,de este modo,MISC
La mayoría de las tasas de interés de los bonos gubernamentales,la mayoría de las tasas de interés de los bonos gubernamentales,MISC
Al 28 de junio de 2019,al 28 de junio de 2019,MISC
En contraste,en contraste,MISC
Certificados de la Tesorería de la Federación,certificados de la tesorería de la federación,ORG
Cetes,cetes,ORG
La Bolsa Mexicana de Valores,la bolsa mexicana de valores,ORG
BMV,bmv,ORG
Durante,durante,MISC
BMV,bmv,ORG
Al,al,ORG
Si bien se registraron episodios de volatilidad,si bien se registraron episodios de volatilidad,MISC
Las reservas internacionales,las reservas internacionales,MISC
INEGI.TASA,inegi.tasa,MISC
PoblaciónOcupada)FORTALECER EL ESTADO DE DERECHO EN MATERIA,poblaciónocupada)fortalecer el estado de derecho en materia,MISC
El Gobierno de México,el gobierno de méxico,LOC
Instituto Mexicano de la Propiedad Industrial,instituto mexicano de la propiedad industrial,ORG
IMPI,impi,ORG
Poner,poner,MISC
A pesar de los esfuerzos,a pesar de los esfuerzos,MISC
Por una parte,por una parte,MISC
IMPI,impi,ORG
Para los usuarios esto,para los usuarios esto,MISC
Entre diciembre de 2018,entre diciembre de 2018,MISC
Internet,internet,MISC
Lo anterior se complementa,lo anterior se complementa,MISC
El diagnóstico inicial mostró,el diagnóstico inicial mostró,MISC
IMPI,impi,ORG
Con el correo electrónico,con el correo electrónico,MISC
Gaceta de la Propiedad Industrial,gaceta de la propiedad industrial,ORG
Fortalecimiento,fortalecimiento,MISC
Estado de Derecho,estado de derecho,LOC
En el primer semestre de 2019 el,en el primer semestre de 2019 el,MISC
IMPI,impi,ORG
Ello con el objetivo de facilitar,ello con el objetivo de facilitar,MISC
El IMPI,el impi,MISC
Con,con,MISC
la Ley,la ley,LOC
La estrategia busca mayor,la estrategia busca mayor,MISC
México,méxico,LOC
Ley de la Propiedad Industrial de 2018,ley de la propiedad industrial de 2018,MISC
Estas nuevasformas de protección,estas nuevasformas de protección,MISC
Entre el 1,entre el 1,MISC
El reconocimiento de la Denominación de Origen Tequila,el reconocimiento de la denominación de origen tequila,MISC
Gobierno de Brasil,gobierno de brasil,MISC
Unión Europea,unión europea,ORG
El 28 de junio de 2019,el 28 de junio de 2019,MISC
DOF,dof,MISC
Denominación,denominación,MISC
Origen,origen,MISC
RaicillaÓ,raicillaó,MISC
Jalisco,jalisco,LOC
Nayarit2/,nayarit2/,MISC
Con ello se abrió una ventana,con ello se abrió una ventana,MISC
A principios de junio de 2019,a principios de junio de 2019,MISC
IMPI,impi,ORG
Denominación,denominación,ORG
Origen,origen,MISC
PlumaÓ,plumaó,MISC
Costa,costa,LOC
Sierra Sur,sierra sur,LOC
La Denominación,la denominación,LOC
UE,ue,ORG
Brasil,brasil,LOC
Jalisco,jalisco,LOC
Atengo,atengo,LOC
Atenguillo,atenguillo,LOC
Ayutla,ayutla,LOC
Cabo Corrientes,cabo corrientes,LOC
Chiquilistlán,chiquilistlán,LOC
Cuautla,cuautla,LOC
Guachinango,guachinango,LOC
Juchitlán,juchitlán,LOC
Mascota,mascota,LOC
Mixtlán,mixtlán,LOC
Puerto Vallarta,puerto vallarta,LOC
San Sebastián del Oeste,san sebastián del oeste,LOC
Talpa de Allende,talpa de allende,LOC
Tecolotlán,tecolotlán,LOC
Tenamaxtlán,tenamaxtlán,LOC
Tomatlán,tomatlán,LOC
Nayarit,nayarit,LOC
Bahía de Banderas,bahía de banderas,LOC
Oaxaca,oaxaca,LOC
Con ello se da una mayor,con ello se da una mayor,MISC
El IMPI,el impi,MISC
Tabasco,tabasco,LOC
Tabasco,tabasco,LOC
Además,además,LOC
El 28 de marzo de 2019,el 28 de marzo de 2019,MISC
IMPI,impi,ORG
Gaceta de la Propiedad Industrial,gaceta de la propiedad industrial,ORG
Con motivo de las celebraciones del Día Mundial de la Propiedad Intelectual,con motivo de las celebraciones del día mundial de la propiedad intelectual,MISC
Organización Mundial de la Propiedad Intelectual,organización mundial de la propiedad intelectual,ORG
Entre el 1,entre el 1,MISC
IMPI,impi,ORG
Pluma Hidalgo,pluma hidalgo,PER
San Agustín Loxicha,san agustín loxicha,PER
San Baltazar Loxicha,san baltazar loxicha,LOC
San Bartolomé Loxicha,san bartolomé loxicha,LOC
San Francisco Ozolotepec,san francisco ozolotepec,LOC
San Gabriel Mixtepec,san gabriel mixtepec,LOC
San Juan Lachao,san juan lachao,PER
San Juan Ozolotepec,san juan ozolotepec,LOC
San Mateo Piñas,san mateo piñas,LOC
San Miguel del Puerto,san miguel del puerto,LOC
San Miguel Panixtlahuaca,san miguel panixtlahuaca,LOC
San Pablo Coatlán,san pablo coatlán,PER
San Pedro el Alto,san pedro el alto,PER
San Pedro Pochutla,san pedro pochutla,LOC
Villa de Tututepec,villa de tututepec,LOC
Melchor Ocampo,melchor ocampo,PER
Santa Catarina Juquila,santa catarina juquila,PER
Santa Catarina Loxicha,santa catarina loxicha,PER
Santa María Huatulco,santa maría huatulco,PER
Santa María Ozolotepec,santa maría ozolotepec,PER
Santa María Temaxcaltepec,santa maría temaxcaltepec,LOC
Santiago Xanica,santiago xanica,LOC
Santiago Yaitepec,santiago yaitepec,LOC
Santos Reyes Nopala,santos reyes nopala,PER
Tataltepec de Valdés.• En,tataltepec de valdés.• en,ORG
"Se otorgaron 65,007","se otorgaron 65,007",MISC
"Se recibieron 11,944 solicitudes de invenciones","se recibieron 11,944 solicitudes de invenciones",MISC
"Se recibieron 1,759 solicitudes de declaración administrativa","se recibieron 1,759 solicitudes de declaración administrativa",MISC
En las visitas de inspección,en las visitas de inspección,MISC
Los servicios del sistema de propiedad industrial entre los sectores empresarial y académico,los servicios del sistema de propiedad industrial entre los sectores empresarial y académico,MISC
Las acciones para que un mayor,las acciones para que un mayor,MISC
EXTRANJERA DIRECTA,extranjera directa,ORG
La estrategia de apoyo,la estrategia de apoyo,MISC
MIPYMES,mipymes,MISC
Inversión Extranjera Directa,inversión extranjera directa,ORG
IED,ied,ORG
El 30 de abril de 2019,el 30 de abril de 2019,MISC
Gobierno de México,gobierno de méxico,MISC
Secretaría de Economía,secretaría de economía,ORG
Data México,data méxico,LOC
A junio de 2019,a junio de 2019,MISC
En el objetivo,en el objetivo,MISC
MIPYMES,mipymes,ORG
Del 1 de diciembre de 2018,del 1 de diciembre de 2018,MISC
Ecuador,ecuador,LOC
China,china,LOC
Alemania,alemania,LOC
El 29 de mayo de 2019,el 29 de mayo de 2019,MISC
Seminario de Oportunidades de Exportación,seminario de oportunidades de exportación,MISC
Alianza del Pacífico,alianza del pacífico,ORG
El 29 de enero de 2019,el 29 de enero de 2019,MISC
Memorándum de Entendimiento,memorándum de entendimiento,MISC
SE,se,ORG
Secretaría de Relaciones Exteriores,secretaría de relaciones exteriores,MISC
Consejo Empresarial Mexicano de Comercio Exterior,consejo empresarial mexicano de comercio exterior,ORG
Inversión,inversión,ORG
Tecnología,tecnología,LOC
COMCE,comce,ORG
México,méxico,LOC
SE,se,ORG
P4G,p4g,ORG
Partnering for Green Growth and the Global Goals,partnering for green growth and the global goals,ORG
Objetivos de Desarrollo Sostenible 2030 de las Naciones Unidas,objetivos de desarrollo sostenible 2030 de las naciones unidas,MISC
En diciembre de 2018,en diciembre de 2018,MISC
Registro Nacional de Inversiones Extranjeras,registro nacional de inversiones extranjeras,MISC
Internet,internet,MISC
De,de,MISC
IED,ied,ORG
IED,ied,ORG
Cifras,cifras,MISC
Los principales países de origen,los principales países de origen,MISC
IED,ied,ORG
Estados Unidos de América,estados unidos de américa,LOC
EUA,eua,LOC
España,españa,LOC
Bélgica,bélgica,LOC
Canadá,canadá,LOC
Países Bajos,países bajos,LOC
Australia,australia,LOC
LAS EMPRESAS MEXICANAS,las empresas mexicanas,PER
Gobierno de la República,gobierno de la república,MISC
Las embajadas y consulados de México,las embajadas y consulados de méxico,MISC
Expresiones de exportación: !,expresiones de exportación: !,MISC
México,méxico,LOC
Guangzhou,guangzhou,LOC
China,china,LOC
China Agriculture Wholesale Market Association,china agriculture wholesale market association,ORG
México,méxico,LOC
Bakú,bakú,LOC
Azerbaiyán,azerbaiyán,PER
Azersun,azersun,PER
México,méxico,LOC
La cancillería,la cancillería,MISC
Los Ángeles,los ángeles,LOC
EUA,eua,LOC
California,california,LOC
Al respecto,al respecto,MISC
Cámara Nacional de la Industria Tequilera,cámara nacional de la industria tequilera,ORG
Azerbaiyán,azerbaiyán,PER
Resultado del viaje una de las firmas,resultado del viaje una de las firmas,MISC
México,méxico,LOC
Sacramento,sacramento,LOC
EUA,eua,LOC
Apex Brewing Supply,apex brewing supply,ORG
México,méxico,LOC
Lima,lima,LOC
Perú,perú,LOC
Operaciones,operaciones,ORG
Logística K&L,logística k&l,ORG
La cancillería mexicana,la cancillería mexicana,MISC
Cámara Minera,cámara minera,LOC
México,méxico,LOC
Alemania,alemania,LOC
A. Darbo,a. darbo,PER
Expresiones de inversión: !,expresiones de inversión: !,MISC
consulado de México,consulado de méxico,MISC
Vancouver,vancouver,LOC
Canadá,canadá,LOC
Yuandong Electric Motor,yuandong electric motor,ORG
Ciudad de México,ciudad de méxico,LOC
América,américa,LOC
México,méxico,LOC
Guangzhou,guangzhou,LOC
China,china,LOC
Automobile Group Co,automobile group co,MISC
Ltd.,ltd.,MISC
México,méxico,LOC
Arabia Saudita,arabia saudita,LOC
United Factory for Cement Product,united factory for cement product,ORG
México,méxico,LOC
La embajada y la SE,la embajada y la se,MISC
Se apoyó la realización de siete,se apoyó la realización de siete,MISC
Asia,asia,LOC
Pacífico,pacífico,LOC
China,china,LOC
Europa,europa,LOC
España,españa,LOC
Bélgica,bélgica,LOC
México,méxico,LOC
Europa,europa,LOC
Alemania,alemania,LOC
Suecia,suecia,LOC
Turquía,turquía,LOC
Asia,asia,LOC
Pacífico,pacífico,LOC
China,china,LOC
Yiwu,yiwu,LOC
Shanghái,shanghái,LOC
Taiwán,taiwán,LOC
Tailandia,tailandia,LOC
Ecuador,ecuador,LOC
Perú,perú,LOC
Colombia,colombia,LOC
Alianza del Pacífico,alianza del pacífico,ORG
Se apoyó y coordinó la participación de México,se apoyó y coordinó la participación de méxico,MISC
Seoul Motor Show,seoul motor show,MISC
Corea del Sur,corea del sur,LOC
Seúl,seúl,LOC
La Cancillería,la cancillería,MISC
México,méxico,LOC
Malasia,malasia,LOC
Tailandia,tailandia,LOC
Taiwán,taiwán,LOC
Colombia,colombia,LOC
República Dominica,república dominica,LOC
Argentina,argentina,LOC
Jamaica,jamaica,LOC
Costa Rica,costa rica,LOC
Canadá,canadá,LOC
China).MINERÍA,china).minería,LOC
Este financiamiento permite,este financiamiento permite,MISC
Entre el 1,entre el 1,MISC
Se realizaron 44 visitas,se realizaron 44 visitas,MISC
Se impartieron 36 cursos,se impartieron 36 cursos,MISC
El sector minero-metalúrgico,el sector minero-metalúrgico,MISC
El 29 de marzo de 2019,el 29 de marzo de 2019,MISC
"Fondo para el Desarrollo de Zonas de Producción MineraÓ,3/","fondo para el desarrollo de zonas de producción mineraó,3/",MISC
Sistema de Control y Transparencia de Fideicomisos,sistema de control y transparencia de fideicomisos,ORG
Chihuahua,chihuahua,LOC
Coahuila,coahuila,LOC
Durango,durango,LOC
Guanajuato,guanajuato,LOC
Guerrero,guerrero,LOC
Hidalgo,hidalgo,LOC
Jalisco,jalisco,LOC
México,méxico,LOC
Nayarit,nayarit,LOC
Oaxaca,oaxaca,LOC
Puebla,puebla,LOC
Querétaro,querétaro,LOC
San Luis Potosí,san luis potosí,LOC
Sinaloa,sinaloa,LOC
Sonora,sonora,LOC
Zacatecas,zacatecas,LOC
Chihuahua,chihuahua,LOC
Durango,durango,LOC
Guanajuato,guanajuato,LOC
Hidalgo,hidalgo,LOC
México,méxico,LOC
San Luis Potosí,san luis potosí,LOC
Sinaloa,sinaloa,LOC
Veracruz,veracruz,LOC
Zacatecas,zacatecas,LOC
El contrato del Fideicomiso Público de Administración,el contrato del fideicomiso público de administración,MISC
Pago,pago,PER
SHCP,shcp,MISC
Administración Pública Federal Centralizada,administración pública federal centralizada,ORG
BANSEFI,bansefi,ORG
Secretaría de Economía,secretaría de economía,ORG
Ley Federal de Derechos,ley federal de derechos,MISC
Fondo,fondo,ORG
Ley de Ingresos,ley de ingresos,MISC
Federación para el Ejercicio Fiscal,federación para el ejercicio fiscal,ORG
Se avanza en el proceso de incorporación de México a la Iniciativa para la Transparencia,se avanza en el proceso de incorporación de méxico a la iniciativa para la transparencia,MISC
Industrias Extractivas,industrias extractivas,ORG
EITI,eiti,ORG
SE,se,ORG
Grupo Multipartícipe,grupo multipartícipe,ORG
La incorporación a esta iniciativa,la incorporación a esta iniciativa,MISC
Con el fin de impulsar una actividad minera responsable,con el fin de impulsar una actividad minera responsable,MISC
Dichas guías,dichas guías,MISC
Cámara Minera de México,cámara minera de méxico,ORG
Asociación deIngenieros de Minas,asociación deingenieros de minas,ORG
Metalurgistas,metalurgistas,LOC
Geólogos de México,geólogos de méxico,LOC
También,también,MISC
El objetivo,el objetivo,MISC
A fin de fomentar la inversión,a fin de fomentar la inversión,MISC
Conferencia de Prospectores,conferencia de prospectores,MISC
Desarrolladores de Canadá,desarrolladores de canadá,MISC
PDAC,pdac,ORG
Toronto,toronto,LOC
Canadá,canadá,LOC
Mexico Mining Day,mexico mining day,LOC
El Servicio Geológico Mexicano,el servicio geológico mexicano,ORG
De diciembre de 2018,de diciembre de 2018,MISC
Esta información de alto,esta información de alto,MISC
Se,se,LOC
Banco de Datos Geológico,banco de datos geológico,LOC
Minero,minero,LOC
MANTENER FINANZAS SANAS,mantener finanzas sanas,LOC
Gobierno de México,gobierno de méxico,LOC
Producto Interno Bruto,producto interno bruto,MISC
"Lo anterior, en línea","lo anterior, en línea",MISC
Ley Federal de Presupuesto y Responsabilidad Hacendaria,ley federal de presupuesto y responsabilidad hacendaria,MISC
LFPRH,lfprh,ORG
Al respecto,al respecto,MISC
Honorable Congreso de la Unión,honorable congreso de la unión,PER
Paquete Económico,paquete económico,MISC
Banco de México,banco de méxico,LOC
Del mismo modo,del mismo modo,MISC
BALANCES,balances,MISC
Las cifras a junio de 2019,las cifras a junio de 2019,MISC
El balance del Sector Público,el balance del sector público,MISC
Sector Público,sector público,LOC
Sector Público Federal,sector público federal,ORG
Requerimientos Financieros del Sector Público,requerimientos financieros del sector público,ORG
RFSP,rfsp,ORG
H. Congreso de la Unión,h. congreso de la unión,PER
INGRESOS,ingresos,MISC
Sector Público,sector público,ORG
Petróleos Mexicanos,petróleos mexicanos,ORG
PEMEX,pemex,ORG
Por su parte,por su parte,MISC
Gobierno Federal,gobierno federal,LOC
PÚBLICO Y PRIMARIO,público y primario,MISC
PÚBLICO PRESUPUESTARIO,público presupuestario,MISC
PIB)e/ Cifras,pib)e/ cifras,MISC
Documento Relativo a las Disposiciones Contenidas,documento relativo a las disposiciones contenidas,MISC
Artículo 42,artículo 42,MISC
Fracción I,fracción i,PER
Ley Federal de Presupuesto,ley federal de presupuesto,LOC
ResponsabilidadHacendaria,responsabilidadhacendaria,LOC
Hacienda,hacienda,PER
Crédito Público.!Los,crédito público.!los,PER
Esta última variación se explicó,esta última variación se explicó,MISC
Destaca el Impuesto Sobre la Renta,destaca el impuesto sobre la renta,MISC
ISR,isr,MISC
GASTO PÚBLICO,gasto público,MISC
Gobierno de la República,gobierno de la república,LOC
"Al respecto, en el Presupuesto de Egresos de la Federación para el Ejercicio Fiscal 2019","al respecto, en el presupuesto de egresos de la federación para el ejercicio fiscal 2019",MISC
Así,así,PER
Contención,contención,PER
LFPRH,lfprh,ORG
AHORROS OBTENIDOS,ahorros obtenidos,MISC
APLICACIÓN DE MEDIDAS,aplicación de medidas,MISC
DISCIPLINA PRESUPUESTARIA,disciplina presupuestaria,ORG
ENERO,enero,ORG
JUNIO,junio,ORG
"Concepto Ahorro Total969,280,641 Administración Pública Federal","concepto ahorro total969,280,641 administración pública federal",PER
"Operación198,288,610Gasto de Inversión-Poderes y Entes Autónomos770,992,031 Servicios","operación198,288,610gasto de inversión-poderes y entes autónomos770,992,031 servicios",MISC
Hacienda,hacienda,PER
Crédito Público,crédito público,ORG
Entre enero y junio,entre enero y junio,MISC
El menor gasto,el menor gasto,MISC
Administración Pública Centralizada,administración pública centralizada,ORG
Instituto Mexicano del Seguro Social,instituto mexicano del seguro social,ORG
Instituto de Seguridad y Servicios Sociales de losTrabajadores del Estado,instituto de seguridad y servicios sociales de lostrabajadores del estado,ORG
PEMEX,pemex,ORG
Adeudos de Ejercicios Fiscales Anteriores,adeudos de ejercicios fiscales anteriores,MISC
ADEFAS,adefas,ORG
De manera congruente,de manera congruente,MISC
Paquete Económico,paquete económico,MISC
H. Congreso de la Unión,h. congreso de la unión,PER
Asimismo,asimismo,PER
Pre,pre,MISC
Saldo Histórico de los RFSP,saldo histórico de los rfsp,MISC
En este sentido,en este sentido,MISC
Gobierno de México,gobierno de méxico,MISC
Gobierno de México,gobierno de méxico,LOC
Esta medida garantiza un precio,esta medida garantiza un precio,MISC
Al,al,MISC
Fondo de Estabilización de los Ingresos Presupuestarios,fondo de estabilización de los ingresos presupuestarios,ORG
FEIP,feip,ORG
DEUDA PÚBLICA,deuda pública,ORG
Plan Nacional de Desarrollo 2019,plan nacional de desarrollo 2019,ORG
Para 2019,para 2019,MISC
Gobierno Federal,gobierno federal,LOC
La estrategia de endeudamiento externo,la estrategia de endeudamiento externo,MISC
Gobierno Federal,gobierno federal,LOC
!Además,!además,MISC
OPERACIONES DE MANEJO,operaciones de manejo,ORG
EL MERCADO INTERNO,el mercado interno,ORG
Fecha Tipo de Operación Objetivo Millones,fecha tipo de operación objetivo millones,ORG
Colocación,colocación,PER
Bono M,bono m,PER
Colocar,colocar,PER
Permuta de Bonos M,permuta de bonos m,LOC
Bonos M,bonos m,ORG
Suavizar,suavizar,PER
Permuta de Bonos M,permuta de bonos m,LOC
Bonos M,bonos m,ORG
Suavizar,suavizar,PER
OPERACIONES DE MANEJO,operaciones de manejo,ORG
EL MERCADO EXTERNO,el mercado externo,ORG
Fecha Tipo de Operación Objetivo Millones,fecha tipo de operación objetivo millones,ORG
Colocación,colocación,PER
Brindar,brindar,PER
Abril Nueva,abril nueva,LOC
El bono a 7,el bono a 7,MISC
Complementar,complementar,LOC
Colocación,colocación,PER
Completar,completar,LOC
Reapertura,reapertura,PER
Operación,operación,ORG
Al,al,LOC
Saldo Histórico de los RFSP,saldo histórico de los rfsp,LOC
Al término de los primeros seis meses de 2019,al término de los primeros seis meses de 2019,MISC
"Sector Público Federal,2/","sector público federal,2/",ORG
Gobierno Federal,gobierno federal,LOC
Estado,estado,LOC
Sector Público Federal3/,sector público federal3/,ORG
Representa el acervo neto de,representa el acervo neto de,MISC
Gobierno Federal,gobierno federal,LOC
RFSP,rfsp,ORG
Registra,registra,ORG
Sector Público Federal,sector público federal,ORG
Sector Público Federal,sector público federal,ORG
Gobierno Federal,gobierno federal,LOC
Estado,estado,LOC
Sector Público Federal3/,sector público federal3/,ORG
Jun-18 Jun-19SALDOS,jun-18 jun-19saldos,MISC
DEUDA NETA,deuda neta,MISC
SECTOR PÚBLICO FEDERAL,sector público federal,ORG
Porcentajesdel PIB)1/InternaExterna1/,porcentajesdel pib)1/internaexterna1/,PER
Para 2019,para 2019,MISC
SHCP,shcp,MISC
FUENTE,fuente,ORG
Hacienda,hacienda,PER
Crédito Público,crédito público,ORG
El saldo de la deuda neta del Gobierno Federal4/,el saldo de la deuda neta del gobierno federal4/,MISC
Gobierno Federal5/,gobierno federal5/,MISC
Gobierno Federal5/,gobierno federal5/,MISC
Al cierre del segundo trimestre de 2019,al cierre del segundo trimestre de 2019,MISC
Gobierno Federal,gobierno federal,LOC
Gobierno Federal,gobierno federal,LOC
El concepto de deuda,el concepto de deuda,MISC
Gobierno Federal,gobierno federal,LOC
Gobierno Federal.denominada,gobierno federal.denominada,LOC
Al término de los primeros seis meses de 2019,al término de los primeros seis meses de 2019,MISC
Gobierno Federal,gobierno federal,LOC
NO MÁS,no más,LOC
IMPOSITIVOS,impositivos,MISC
ADECUACIONES AL MARCO TRIBUTARIO,adecuaciones al marco tributario,MISC
Ley de Ingresos,ley de ingresos,MISC
Federación para el Ejercicio Fiscal,federación para el ejercicio fiscal,ORG
Al respecto,al respecto,MISC
Impuesto sobre la Renta,impuesto sobre la renta,MISC
ISR,isr,MISC
Impuesto al Valor Agregado,impuesto al valor agregado,MISC
ISR,isr,MISC
Impuesto Especial sobre Producción y Servicios,impuesto especial sobre producción y servicios,MISC
IEPS,ieps,ORG
ISR,isr,ORG
Con el propósito de promover,con el propósito de promover,MISC
ISR,isr,MISC
Servicio de Administración Tributaria,servicio de administración tributaria,ORG
SAT,sat,ORG
Al respecto destaca lo siguiente:,al respecto destaca lo siguiente:,MISC
IEPS,ieps,ORG
La cuota del IEPS,la cuota del ieps,MISC
Nacional de Precios al Consumidor,nacional de precios al consumidor,ORG
INPC,inpc,ORG
Instituto Nacional de Estadística y Geografía,instituto nacional de estadística y geografía,ORG
INEGI,inegi,ORG
Destacan,destacan,LOC
Esto contrasta,esto contrasta,MISC
Jun,jun,PER
Jun,jun,PER
REAL,real,MISC
ENERGÉTICOS,energéticos,ORG
El componente de Energéticos,el componente de energéticos,MISC
Electricidad,electricidad,MISC
Gas LP,gas lp,MISC
Gas Natural,gas natural,LOC
Gasolinas,gasolinas,LOC
Instituto Nacional de Estadística y Geografía,instituto nacional de estadística y geografía,ORG
COMBATE A,combate a,ORG
EVASIÓN FISCAL,evasión fiscal,MISC
Al respecto se,al respecto se,MISC
Internet,internet,MISC
Licuado de petróleo,licuado de petróleo,MISC
Derivado de las medidas de simplificación,derivado de las medidas de simplificación,MISC
SAT,sat,ORG
Respecto al mismo periodo de 2018,respecto al mismo periodo de 2018,MISC
En apoyo al combate a la evasión,en apoyo al combate a la evasión,MISC
SAT,sat,ORG
El operativo consistió,el operativo consistió,MISC
Unidad de Inteligencia Financiera,unidad de inteligencia financiera,ORG
Fiscalía General de la República,fiscalía general de la república,ORG
Procuraduría Fiscal,procuraduría fiscal,ORG
SAT,sat,ORG
Durante junio de 2019,durante junio de 2019,MISC
Fiscalía General de la República,fiscalía general de la república,ORG
RESPETO A LOS CONTRATOS,respeto a los contratos,ORG
PRIVADA,privada,ORG
APERTURA ECONÓMICA Y UN MARCO JURÍDICO NACIONAL E INTERNACIONAL,apertura económica y un marco jurídico nacional e internacional,ORG
Gobierno Federal,gobierno federal,LOC
Tratado entre México,tratado entre méxico,MISC
Estados Unidos,estados unidos,LOC
Canadá,canadá,LOC
T,t,LOC
MEC,mec,ORG
El 2 de mayo de 2019 el Poder Ejecutivo Federal,el 2 de mayo de 2019 el poder ejecutivo federal,MISC
Reforma Laboral,reforma laboral,MISC
México,méxico,LOC
T,t,LOC
MEC,mec,ORG
Esta reforma fortalecerá,esta reforma fortalecerá,MISC
Estado,estado,LOC
Con la aprobación del T-,con la aprobación del t-,MISC
MEC,mec,ORG
Pleno del Senado,pleno del senado,LOC
Estado mexicano,estado mexicano,LOC
América del Norte,américa del norte,LOC
A través del T-,a través del t-,MISC
MEC,mec,ORG
Estados Unidos de América,estados unidos de américa,LOC
Canadá,canadá,LOC
La región de Norteamérica,la región de norteamérica,MISC
El T,el t,MISC
MEC,mec,ORG
Poder Ejecutivo,poder ejecutivo,ORG
Senado,senado,ORG
Gobierno de EUA,gobierno de eua,LOC
Sección 232 de la Ley de Expansión Comercial,sección 232 de la ley de expansión comercial,MISC
México,méxico,LOC
La eliminación de dichos aranceles,la eliminación de dichos aranceles,MISC
Gobierno de México,gobierno de méxico,MISC
Entrada en vigor del,entrada en vigor del,MISC
Tratado Integral y Progresista de Asociación Transpacífico,tratado integral y progresista de asociación transpacífico,MISC
México,méxico,LOC
Australia,australia,LOC
Brunei Darussalam,brunei darussalam,LOC
Chile,chile,LOC
Canadá,canadá,LOC
Japón,japón,LOC
Malasia,malasia,LOC
Nueva Zelanda,nueva zelanda,LOC
Perú,perú,LOC
Singapur,singapur,LOC
Vietnam,vietnam,LOC
Asia,asia,LOC
Pacífico,pacífico,LOC
Esta,esta,LOC
México,méxico,LOC
Un mercado del 15%,un mercado del 15%,MISC
Asimismo,asimismo,MISC
IED,ied,ORG
El comercio automotriz,el comercio automotriz,MISC
Argentina,argentina,LOC
Brasil,brasil,LOC
México,méxico,LOC
MERCOSUR,mercosur,ORG
Acuerdo de Complementación Económica No,acuerdo de complementación económica no,MISC
